,S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
2139,2139,Land Rover Range Rover Evoque 2.0 TD4 Pure,Kochi,2016,29022,Diesel,Automatic,Second,15.68 kmpl,1999 CC,177 bhp,5.0,,34.08
2140,2140,Maruti Ertiga SHVS VDI,Chennai,2017,80000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,,8.1
2141,2141,Tata Indigo CS eVX,Chennai,2016,78000,Diesel,Manual,Second,25.0 kmpl,1396 CC,69.01 bhp,5.0,,2.35
2142,2142,Maruti Alto K10 LXI,Pune,2012,100000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,1.8
2143,2143,Hyundai EON D Lite Plus,Coimbatore,2015,31412,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.42
2144,2144,Ford Endeavour 3.0L 4X4 AT,Mumbai,2010,78000,Diesel,Automatic,Second,11.4 kmpl,2953 CC,153.86 bhp,7.0,,5.34
2145,2145,Ford Endeavour 2.2 Titanium AT 4X2,Hyderabad,2018,14000,Diesel,Automatic,First,12.62 kmpl,2198 CC,158 bhp,7.0,,31.99
2146,2146,Volkswagen Vento Diesel Highline,Bangalore,2011,80000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.75
2147,2147,Maruti Ciaz AT ZXi,Mumbai,2014,46738,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5.0,,6.1
2148,2148,Hyundai EON D Lite Plus,Coimbatore,2013,54884,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.69
2149,2149,Audi Q5 2.0 TDI Premium Plus,Delhi,2012,74500,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5.0,,15.0
2150,2150,Mahindra XUV500 W10 AWD,Coimbatore,2016,67472,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,14.5
2151,2151,Maruti Swift VDI,Hyderabad,2013,84000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,8.44 Lakh,5.65
2152,2152,Maruti Ritz VDi,Kolkata,2011,77400,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,2.5
2153,2153,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Mumbai,2017,14470,Diesel,Automatic,First,19.71 kmpl,2143 CC,201.15 bhp,5.0,,38.5
2154,2154,Renault Duster 110PS Diesel RxZ,Kolkata,2014,52108,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,5.49
2155,2155,Maruti Swift Dzire VXI,Kolkata,2013,40000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,3.55
2156,2156,Toyota Innova 2.5 VX (Diesel) 7 Seater,Jaipur,2014,105044,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,10.75
2157,2157,Hyundai Creta 1.6 SX Option,Delhi,2016,24347,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5.0,16.06 Lakh,11.0
2158,2158,Maruti SX4 ZDI,Ahmedabad,2014,58000,Diesel,Manual,First,21.79 kmpl,1248 CC,88.73 bhp,5.0,,4.5
2159,2159,Mahindra XUV500 W8 2WD,Kochi,2014,49663,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,8.42
2160,2160,Honda City i-VTEC CVT VX,Mumbai,2017,17000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,15.29 Lakh,11.6
2161,2161,Jaguar XF 2.2 Litre Luxury,Kochi,2016,13418,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,33.63
2162,2162,Ford Fiesta 1.4 SXi TDCi ABS,Pune,2008,117080,Diesel,Manual,Third,17.8 kmpl,1399 CC,68 bhp,5.0,,2.25
2163,2163,BMW 5 Series 523i Sedan,Mumbai,2010,74000,Petrol,Automatic,First,10.8 kmpl,2497 CC,150 bhp,5.0,,12.95
2164,2164,Maruti Swift VDI BSIV W ABS,Hyderabad,2010,86514,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,4.25
2165,2165,Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,66882,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,25.02
2166,2166,Honda Brio 1.2 VX MT,Kochi,2014,41460,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,6.63 Lakh,3.95
2167,2167,Honda City 1.5 V AT,Mumbai,2011,57000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,4.4
2168,2168,Volkswagen Polo Petrol Comfortline 1.2L,Bangalore,2015,34010,Petrol,Manual,Third,16.47 kmpl,1198 CC,73.9 bhp,5.0,,4.95
2169,2169,Mahindra Scorpio SLE BSIII,Pune,2010,96813,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,,5.5
2170,2170,Honda City V MT,Mumbai,2011,84000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,3.25
2171,2171,Skoda Rapid 1.6 MPI Elegance,Kochi,2013,50004,Petrol,Manual,First,15.0 kmpl,1598 CC,103.5 bhp,5.0,,4.02
2172,2172,Mahindra XUV500 W6 2WD,Coimbatore,2016,67995,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,11.73
2173,2173,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Chennai,2012,55000,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5.0,,9.5
2174,2174,Maruti Baleno Alpha Automatic,Hyderabad,2017,14900,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,8.6
2175,2175,Honda Amaze EX i-Dtech,Jaipur,2013,70961,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.0
2176,2176,Volkswagen Vento 1.6 Highline,Mumbai,2015,40194,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5.0,,5.55
2177,2177,Maruti Alto 800 LXI,Hyderabad,2015,96000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.5
2178,2178,Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,Diesel,Automatic,First,18.0 kmpl,2993 CC,255 bhp,7.0,1.27 Cr,41.6
2179,2179,Honda City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,7.41
2180,2180,Nissan Terrano XL 110 PS,Mumbai,2014,50000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,6.5
2181,2181,Maruti Alto LXi,Mumbai,2008,26299,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.2
2182,2182,Toyota Fortuner 2.8 4WD MT,Bangalore,2015,150386,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,39.6 Lakh,23.0
2183,2183,Hyundai i20 1.4 CRDi Magna,Kolkata,2012,60000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,,2.74
2184,2184,Ford Figo Diesel Titanium,Hyderabad,2013,65000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,3.9
2185,2185,Maruti Vitara Brezza ZDi Plus,Ahmedabad,2017,80000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,10.91 Lakh,8.0
2186,2186,Hyundai Verna 1.6 SX,Chennai,2012,92000,Diesel,Manual,Third,22.32 kmpl,1582 CC,126.32 bhp,5.0,,4.0
2187,2187,Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,Mumbai,2016,13000,Petrol,Automatic,First,12.95 kmpl,1999 CC,152.88 bhp,5.0,25.75 Lakh,17.75
2188,2188,Maruti Ritz VDi,Coimbatore,2013,73278,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,5.05
2189,2189,Audi A4 2.0 TFSI,Mumbai,2011,38000,Petrol,Automatic,First,10.8 kmpl,1984 CC,132 bhp,5.0,,12.0
2190,2190,Mercedes-Benz E-Class E250 CDI Launch Edition,Kochi,2016,46936,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,,29.6
2191,2191,Renault Duster 85PS Diesel RxE,Jaipur,2015,55000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,6.5
2192,2192,Honda Amaze S AT i-Vtech,Mumbai,2014,19000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,,4.75
2193,2193,Volvo S60 D4 SUMMUM,Coimbatore,2016,42259,Diesel,Automatic,First,9.0 kmpl,1984 CC,181 bhp,5.0,,24.36
2194,2194,Maruti Swift Dzire 1.2 Lxi BSIV,Mumbai,2011,14000,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5.0,,3.2
2195,2195,Maruti Wagon R VXI,Kolkata,2016,16956,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.29 Lakh,3.6
2196,2196,Maruti Omni MPI STD BSIV,Coimbatore,2017,15473,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5.0,,3.58
2197,2197,Maruti SX4 VDI,Delhi,2011,75000,Diesel,Manual,First,21.5 kmpl,1248 CC,88.8 bhp,5.0,,2.5
2198,2198,Ford Fiesta Titanium 1.5 TDCi,Ahmedabad,2013,96000,Diesel,Manual,Second,23.5 kmpl,1498 CC,90 bhp,5.0,,3.5
2199,2199,Toyota Camry Hybrid,Delhi,2015,25000,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5.0,,25.0
2200,2200,Maruti Wagon R VXI,Mumbai,2010,38000,Petrol,Manual,Second,22.5 kmpl,998 CC,67.04 bhp,5.0,5.61 Lakh,1.75
2201,2201,Mercedes-Benz E-Class E270 CDI,Bangalore,2005,54000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,10.0
2202,2202,Maruti Baleno Zeta Automatic,Jaipur,2018,4131,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,7.75
2203,2203,Honda Jazz 1.2 VX i VTEC,Hyderabad,2016,31700,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,6.45
2204,2204,Mahindra Scorpio S10 AT 4WD,Pune,2017,66988,Diesel,Automatic,First,15.4 kmpl,2179 CC,120 bhp,7.0,,10.0
2205,2205,Volkswagen Polo 1.2 MPI Trendline,Mumbai,2014,54230,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,4.5
2206,2206,Hyundai i20 1.2 Era,Kolkata,2015,35000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,3.4
2207,2207,Toyota Camry W4 (AT),Mumbai,2010,62714,Petrol,Automatic,First,12.1 kmpl,2362 CC,164.7 bhp,5.0,,4.5
2208,2208,Maruti Wagon R VXI,Hyderabad,2015,45295,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,4.3
2209,2209,BMW 5 Series 2013-2017 520d M Sport,Pune,2018,7000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,,46.0
2210,2210,Maruti Alto K10 VXI AGS,Chennai,2016,57000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5.0,,3.4
2211,2211,Mercedes-Benz New C-Class 220 CDI AT,Delhi,2013,40100,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,14.5
2212,2212,Maruti Alto 800 2016-2019 LXI,Delhi,2013,56000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.1
2213,2213,Maruti Swift VXI,Mumbai,2012,15000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,3.65
2214,2214,Chevrolet Sail Hatchback 1.2 LS ABS,Kolkata,2014,14000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.5 bhp,5.0,,3.0
2215,2215,Hyundai i20 Asta 1.4 CRDi (Diesel),Ahmedabad,2009,68000,Diesel,Manual,Second,23.0 kmpl,1396 CC,90 bhp,5.0,,3.95
2216,2216,Skoda Superb 2.5 TDi AT,Delhi,2012,83000,Diesel,Automatic,First,11.9 kmpl,2496 CC,163.2 bhp,5.0,,6.75
2217,2217,Toyota Corolla Altis D-4D G,Kochi,2013,81504,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,6.53
2218,2218,Toyota Fortuner 4x2 Manual,Hyderabad,2015,73500,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,,22.0
2219,2219,Skoda Rapid 1.6 MPI AT Elegance,Pune,2013,52900,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,,4.75
2220,2220,Honda Brio 1.2 VX AT,Mumbai,2017,20000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,8.05 Lakh,5.99
2221,2221,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2011,46000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.05
2222,2222,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2010,65000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,2.4
2223,2223,Maruti Zen Estilo LXI BSIII,Pune,2007,42000,Petrol,Manual,Third,18.2 kmpl,998 CC,67.1 bhp,5.0,,1.3
2224,2224,Toyota Etios Cross 1.4L GD,Kochi,2016,36681,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,8.82 Lakh,6.71
2225,2225,Mahindra XUV500 W8 2WD,Ahmedabad,2014,67000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7.0,,7.2
2226,2226,Hyundai Grand i10 AT Asta,Chennai,2016,18000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.4
2227,2227,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2015,56409,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.63
2228,2228,Maruti Ertiga VXI CNG,Mumbai,2016,65263,CNG,Manual,First,17.5 km/kg,1373 CC,80.46 bhp,7.0,,7.5
2229,2229,Honda City i-VTEC CVT ZX,Coimbatore,2018,20300,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,17.38 Lakh,14.21
2230,2230,Honda City 1.5 V MT,Kolkata,2010,45008,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.0
2231,2231,Maruti Celerio ZXI MT,Kochi,2017,21799,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,5.69 Lakh,5.11
2232,2232,Volkswagen Vento Petrol Highline,Pune,2011,57328,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,3.39
2233,2233,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2017,35358,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.56 Lakh,22.99
2234,2234,Hyundai i20 Magna,Delhi,2009,46946,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5.0,,2.35
2235,2235,Maruti Ritz VDi,Kolkata,2012,39772,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,2.85
2236,2236,Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,2014,58000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,18.5
2237,2237,Renault Duster Petrol RxL,Bangalore,2014,52000,Petrol,Manual,First,13.24 kmpl,1598 CC,102.57 bhp,5.0,,5.99
2238,2238,Honda Civic 2006-2010 1.8 V MT,Hyderabad,2008,152000,Petrol,Manual,Second,13.5 kmpl,1799 CC,130 bhp,5.0,,3.0
2239,2239,Tata Tiago 1.2 Revotron XT,Jaipur,2016,42700,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,5.61 Lakh,3.6
2240,2240,Audi A4 2.0 TDI,Hyderabad,2014,60000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,,24.0
2241,2241,Maruti Swift Dzire VXI,Coimbatore,2015,33195,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,6.26
2242,2242,Toyota Fortuner 2.8 4WD MT,Hyderabad,2010,110000,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,37.51 Lakh,13.7
2243,2243,Mercedes-Benz M-Class ML 250 CDI,Mumbai,2016,52000,Diesel,Automatic,First,15.26 kmpl,2143 CC,203.2 bhp,5.0,,35.0
2244,2244,Hyundai i20 Magna 1.4 CRDi,Kochi,2015,64399,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,,5.02
2245,2245,Maruti Wagon R VXI 1.2,Mumbai,2015,55000,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5.0,5.88 Lakh,3.1
2246,2246,Volkswagen Vento Diesel Highline,Bangalore,2012,50000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,5.5
2247,2247,Maruti Swift Dzire VXI,Kolkata,2014,33485,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,3.59
2248,2248,Fiat Linea Emotion (Diesel),Kolkata,2015,32000,Diesel,Manual,First,20.4 kmpl,1248 CC,91.7 bhp,5.0,,4.65
2249,2249,Honda City 1.5 V MT,Bangalore,2009,71400,Petrol,Manual,Third,17.0 kmpl,1497 CC,118 bhp,5.0,,3.8
2250,2250,Hyundai Creta 1.6 SX Plus Diesel,Hyderabad,2016,41713,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,12.5
2251,2251,Honda City i-DTEC ZX,Hyderabad,2017,46000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5.0,16.95 Lakh,12.9
2252,2252,Maruti Omni 8 Seater BSIV,Hyderabad,2015,52950,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,,2.35
2253,2253,Maruti Swift LXI Option,Chennai,2015,29500,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,4.15
2254,2254,Mercedes-Benz M-Class ML 350 CDI Corporate,Coimbatore,2012,63888,Diesel,Automatic,First,14.0 kmpl,2987 CC,224 bhp,5.0,,22.58
2255,2255,Maruti Alto 800 2016-2019 LXI,Ahmedabad,2016,60000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.65
2256,2256,Ford Figo Petrol Titanium,Delhi,2010,59196,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5.0,,2.25
2257,2257,Toyota Innova Crysta 2.4 G MT,Hyderabad,2016,121362,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,,16.0
2258,2258,BMW 5 Series 2003-2012 520d,Mumbai,2013,78000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,19.5
2259,2259,Hyundai Santa Fe 4WD AT,Bangalore,2015,59000,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7.0,,21.0
2260,2260,BMW 5 Series 520d Luxury Line,Ahmedabad,2012,95000,Diesel,Automatic,Second,22.48 kmpl,1995 CC,190 bhp,5.0,63.71 Lakh,17.5
2261,2261,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2010,84000,Diesel,Manual,Second,17.8 kmpl,1399 CC,68 bhp,5.0,,2.41
2262,2262,Toyota Etios GD,Bangalore,2012,58253,Diesel,Manual,Second,23.59 kmpl,1364 CC,null bhp,5.0,,4.45
2263,2263,Land Rover Range Rover 2.2L Prestige,Coimbatore,2014,64557,Diesel,Automatic,Second,12.7 kmpl,2179 CC,187.7 bhp,5.0,,29.93
2264,2264,Toyota Etios Liva V,Pune,2012,24500,Petrol,Manual,Second,18.3 kmpl,,,,,2.95
2265,2265,Maruti Alto LX,Kolkata,2009,68078,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.02
2266,2266,Toyota Fortuner 3.0 Diesel,Jaipur,2009,149706,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,11.0
2267,2267,Toyota Qualis RS E2,Pune,2004,215750,Diesel,Manual,Second,0.0 kmpl,2446 CC,null bhp,10.0,,3.5
2268,2268,Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,2013,25984,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,,5.35
2269,2269,Maruti Baleno Sigma 1.2,Mumbai,2017,15544,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,5.65
2270,2270,Mini Cooper Countryman D High,Mumbai,2015,34000,Diesel,Automatic,First,23.8 kmpl,1998 CC,112 bhp,5.0,,22.0
2271,2271,Hyundai Verna 1.6 VTVT EX AT,Mumbai,2013,24000,Petrol,Automatic,First,17.01 kmpl,1591 CC,121.4 bhp,5.0,,5.95
2272,2272,Ford Figo Diesel Titanium,Pune,2011,95000,Diesel,Manual,Third,20.0 kmpl,1399 CC,68 bhp,5.0,,2.35
2273,2273,Honda Amaze S i-Dtech,Pune,2014,52000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.1
2274,2274,Renault Duster 110PS Diesel RxZ,Pune,2012,135000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,5.4
2275,2275,Ford EcoSport 1.5 Diesel Titanium,Delhi,2017,39000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,11.47 Lakh,8.45
2276,2276,BMW X6 xDrive30d,Jaipur,2013,45306,Diesel,Automatic,Second,11.2 kmpl,2993 CC,241 bhp,4.0,,42.5
2277,2277,Toyota Fortuner 2.8 4WD MT,Mumbai,2010,140000,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,37.46 Lakh,10.75
2278,2278,Hyundai Santro Xing GLS LPG,Pune,2010,55000,LPG,Manual,Second,13.45 km/kg,1086 CC,62.1 bhp,5.0,,1.65
2279,2279,Mahindra Ssangyong Rexton RX7,Kochi,2015,67415,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7.0,,11.03
2280,2280,Maruti Celerio VXI,Kolkata,2016,25562,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.5
2281,2281,Hyundai i20 Sportz 1.2,Jaipur,2016,30292,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.3
2282,2282,Ford EcoSport 1.0 Ecoboost Titanium Plus,Bangalore,2014,84056,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5.0,,6.75
2283,2283,Maruti Ciaz VDi,Jaipur,2017,62691,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5.0,,7.5
2284,2284,Audi A4 2.0 TDI 177 Bhp Premium Plus,Pune,2013,87000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,15.5
2285,2285,Honda Amaze S i-Vtech,Delhi,2015,52513,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.65
2286,2286,Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,2016,43983,Petrol,Automatic,First,15.63 kmpl,1499 CC,110.4 bhp,5.0,,7.58
2287,2287,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,90121,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.2
2288,2288,Audi A6 3.0 TDI quattro,Bangalore,2011,50000,Diesel,Automatic,Third,16.77 kmpl,2967 CC,241.38 bhp,5.0,,21.0
2289,2289,Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2011,42500,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,5.0,,5.25
2290,2290,Maruti Swift VDI,Kochi,2016,62192,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,7.88 Lakh,5.22
2291,2291,Mahindra Logan Diesel 1.5 DLS,Chennai,2011,128000,Diesel,Manual,Third,19.2 kmpl,1461 CC,65 bhp,5.0,,2.0
2292,2292,Maruti Ciaz Alpha,Kochi,2018,38394,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5.0,11.37 Lakh,9.18
2293,2293,Tata Nano Lx,Coimbatore,2013,37287,Petrol,Manual,First,26.0 kmpl,624 CC,35 bhp,4.0,,1.74
2294,2294,Honda City 1.5 V AT,Delhi,2011,60000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,4.45
2295,2295,Ford Figo 2015-2019 1.2P Trend MT,Coimbatore,2017,39419,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,4.95
2296,2296,Hyundai i20 Sportz 1.4 CRDi,Delhi,2014,55000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,5.64
2297,2297,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2016,7000,Petrol,Manual,First,18.88 kmpl,1499 CC,110.4 bhp,5.0,,6.9
2298,2298,Audi A4 2.0 TDI,Hyderabad,2011,85000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,,13.95
2299,2299,BMW 1 Series 118d Sport Line,Hyderabad,2013,51000,Diesel,Automatic,Second,20.58 kmpl,1995 CC,143 bhp,5.0,,17.0
2300,2300,Tata Safari DICOR 2.2 LX 4x2,Bangalore,2012,90000,Diesel,Manual,Second,13.93 kmpl,2179 CC,138.03 bhp,7.0,,4.6
2301,2301,Mahindra Scorpio VLX 4WD AIRBAG BSIV,Jaipur,2010,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,,5.21
2302,2302,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,36458,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,,12.34
2303,2303,Honda City ZX VTEC,Chennai,2006,109000,Petrol,Manual,First,16.9 kmpl,1497 CC,100 bhp,5.0,,1.5
2304,2304,BMW X1 sDrive 20d Sportline,Delhi,2015,49000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,22.99
2305,2305,Porsche Cayman 2009-2012 S tiptronic,Mumbai,2011,8000,Petrol,Automatic,First,9.0 kmpl,3436 CC,null bhp,2.0,,43.0
2306,2306,Land Rover Range Rover Sport 2005 2012 HSE,Hyderabad,2010,45000,Diesel,Automatic,First,14.7 kmpl,2993 CC,241.4 bhp,6.0,,40.0
2307,2307,Maruti Alto LXi BSIII,Chennai,2008,68000,Petrol,Manual,Third,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.2
2308,2308,Hyundai i10 Asta Sunroof AT,Mumbai,2011,54000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5.0,,2.9
2309,2309,Hyundai Elantra 2.0 SX Option AT,Delhi,2016,28000,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5.0,21.77 Lakh,13.9
2310,2310,Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,38500,Diesel,Manual,Second,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.85
2311,2311,BMW X5 xDrive 30d,Coimbatore,2016,17738,Diesel,Automatic,First,15.3 kmpl,2993 CC,258 bhp,5.0,,54.45
2312,2312,Chevrolet Tavera LT 9 Str BS IV,Kolkata,2012,67132,Diesel,Manual,First,13.58 kmpl,2499 CC,78 bhp,9.0,,4.75
